date,long_bond_share_of_defensive,floating_share_of_defensive,total_bond_cash_weight
1957-11-08,0.0,1.0,0.1666666666666666
1957-11-15,0.0,1.0,0.1666666666666666
1957-11-22,0.0,1.0,0.1666666666666666
1957-11-29,0.0,1.0,0.1666666666666666
1957-12-06,0.0,1.0,0.1666666666666666
1957-12-13,0.0,1.0,0.1666666666666666
1957-12-20,0.0,1.0,0.1666666666666666
1957-12-27,0.0,1.0,0.1666666666666666
1958-01-03,0.0,1.0,0.1666666666666666
1958-01-10,0.0,1.0,0.1666666666666666
1958-01-17,0.0,1.0,0.1666666666666666
1958-01-24,0.0,1.0,0.1666666666666666
1958-01-31,0.0,1.0,0.1666666666666666
1958-02-07,0.0,1.0,0.1666666666666666
1958-02-14,0.0,1.0,0.1666666666666666
1958-02-21,0.0,1.0,0.1666666666666666
1958-02-28,0.0,1.0,0.1666666666666666
1958-03-07,0.0,1.0,0.1666666666666666
1958-03-14,0.0,1.0,0.1666666666666666
1958-03-21,0.0,1.0,0.1666666666666666
1958-03-28,0.0,1.0,0.1666666666666666
1958-04-04,0.0,1.0,0.1666666666666666
1958-04-11,0.0,1.0,0.1666666666666666
1958-04-18,0.0,1.0,0.1666666666666666
1958-04-25,0.0,1.0,0.1666666666666666
1958-05-02,0.0,1.0,0.1666666666666666
1958-05-09,0.0,1.0,0.1666666666666666
1958-05-16,0.0,1.0,0.1666666666666666
1958-05-23,0.0,1.0,0.1666666666666666
1958-05-30,0.0,1.0,0.1666666666666666
1958-06-06,0.0,1.0,0.1666666666666666
1958-06-13,0.0,1.0,0.1666666666666666
1958-06-20,0.0,1.0,0.1666666666666666
1958-06-27,0.0,1.0,0.1666666666666666
1958-07-04,0.0,1.0,0.1666666666666666
1958-07-11,0.0,1.0,0.1666666666666666
1958-07-18,0.0,1.0,0.1666666666666666
1958-07-25,0.0,1.0,0.1666666666666666
1958-08-01,0.0,1.0,0.1666666666666666
1958-08-08,0.0,1.0,0.1666666666666666
1958-08-15,0.0,1.0,0.1666666666666666
1958-08-22,0.0,1.0,0.1666666666666666
1958-08-29,0.0,1.0,0.1666666666666666
1958-09-05,0.0,1.0,0.1666666666666666
1958-09-12,0.0,1.0,0.1666666666666666
1958-09-19,0.0,1.0,0.1666666666666666
1958-09-26,0.0,1.0,0.1666666666666666
1958-10-03,0.0,1.0,0.1666666666666666
1958-10-10,0.0,1.0,0.1666666666666666
1958-10-17,0.0,1.0,0.1666666666666666
1958-10-24,0.0,1.0,0.1666666666666666
1958-10-31,0.0,1.0,0.1666666666666666
1958-11-07,0.0,1.0,0.1666666666666666
1958-11-14,0.0,1.0,0.1666666666666666
1958-11-21,0.0,1.0,0.1666666666666666
1958-11-28,0.0,1.0,0.1666666666666666
1958-12-05,0.0,1.0,0.1666666666666666
1958-12-12,0.0,1.0,0.1666666666666666
1958-12-19,0.0,1.0,0.1666666666666666
1958-12-26,0.0,1.0,0.1666666666666666
1959-01-02,0.0,1.0,0.1666666666666666
1959-01-09,0.0,1.0,0.1666666666666666
1959-01-16,0.0,1.0,0.1666666666666666
1959-01-23,0.0,1.0,0.1666666666666666
1959-01-30,0.0,1.0,0.1666666666666666
1959-02-06,0.0,1.0,0.1666666666666666
1959-02-13,0.0,1.0,0.1666666666666666
1959-02-20,0.0,1.0,0.1666666666666666
1959-02-27,0.0,1.0,0.1666666666666666
1959-03-06,0.0,1.0,0.1666666666666666
1959-03-13,0.0,1.0,0.1666666666666666
1959-03-20,0.0,1.0,0.1666666666666666
1959-03-27,0.0,1.0,0.1666666666666666
1959-04-03,0.0,1.0,0.1666666666666666
1959-04-10,0.0,1.0,0.1666666666666666
1959-04-17,0.0,1.0,0.1666666666666666
1959-04-24,0.0,1.0,0.1666666666666666
1959-05-01,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-05-08,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-05-15,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-05-22,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-05-29,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-06-05,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-06-12,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-06-19,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-06-26,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-07-03,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-07-10,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-07-17,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-07-24,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-07-31,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-08-07,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-08-14,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-08-21,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-08-28,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-09-04,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-09-11,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-09-18,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-09-25,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-10-02,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-10-09,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-10-16,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-10-23,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-10-30,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-11-06,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-11-13,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-11-20,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-11-27,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-12-04,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-12-11,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-12-18,0.7500000000000001,0.24999999999999983,0.16666666666666652
1959-12-25,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-01-01,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-01-08,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-01-15,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-01-22,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-01-29,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-02-05,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-02-12,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-02-19,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-02-26,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-03-04,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-03-11,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-03-18,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-03-25,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-04-01,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-04-08,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-04-15,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-04-22,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-04-29,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-05-06,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-05-13,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-05-20,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-05-27,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-06-03,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-06-10,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-06-17,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-06-24,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-07-01,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-07-08,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-07-15,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-07-22,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-07-29,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-08-05,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-08-12,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-08-19,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-08-26,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-09-02,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-09-09,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-09-16,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-09-23,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-09-30,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-10-07,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-10-14,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-10-21,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-10-28,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-11-04,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-11-11,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-11-18,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-11-25,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-12-02,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-12-09,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-12-16,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-12-23,0.7500000000000001,0.24999999999999983,0.16666666666666652
1960-12-30,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-01-06,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-01-13,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-01-20,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-01-27,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-02-03,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-02-10,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-02-17,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-02-24,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-03-03,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-03-10,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-03-17,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-03-24,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-03-31,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-04-07,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-04-14,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-04-21,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-04-28,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-05-05,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-05-12,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-05-19,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-05-26,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-06-02,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-06-09,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-06-16,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-06-23,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-06-30,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-07-07,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-07-14,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-07-21,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-07-28,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-08-04,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-08-11,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-08-18,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-08-25,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-09-01,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-09-08,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-09-15,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-09-22,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-09-29,0.7500000000000001,0.24999999999999983,0.16666666666666652
1961-10-06,0.25,0.75,0.2012338942398276
1961-10-13,0.25,0.75,0.2012338942398276
1961-10-20,0.25,0.75,0.2012338942398276
1961-10-27,0.25,0.75,0.2012338942398276
1961-11-03,0.25,0.75,0.2012338942398276
1961-11-10,0.25,0.75,0.2012338942398276
1961-11-17,0.25,0.75,0.2012338942398276
1961-11-24,0.25,0.75,0.2012338942398276
1961-12-01,0.5,0.5,0.0999999999999998
1961-12-08,0.5,0.5,0.0999999999999998
1961-12-15,0.5,0.5,0.0999999999999998
1961-12-22,0.5,0.5,0.0999999999999998
1961-12-29,0.5,0.5,0.0999999999999998
1962-01-05,0.5,0.5,0.0999999999999998
1962-01-12,0.5,0.5,0.0999999999999998
1962-01-19,0.5,0.5,0.0999999999999998
1962-01-26,0.5,0.5,0.0999999999999998
1962-02-02,0.5,0.5,0.0999999999999998
1962-02-09,0.5,0.5,0.0999999999999998
1962-02-16,0.5,0.5,0.0999999999999998
1962-02-23,0.5,0.5,0.0999999999999998
1962-03-02,0.5,0.5,0.0999999999999998
1962-03-09,0.5,0.5,0.0999999999999998
1962-03-16,0.5,0.5,0.0999999999999998
1962-03-23,0.5,0.5,0.0999999999999998
1962-03-30,0.5,0.5,0.0999999999999998
1962-04-06,0.5,0.5,0.0999999999999998
1962-04-13,0.5,0.5,0.0999999999999998
1962-04-20,0.5,0.5,0.0999999999999998
1962-04-27,0.5,0.5,0.0999999999999998
1962-05-04,0.5,0.5,0.0999999999999998
1962-05-11,0.5,0.5,0.0999999999999998
1962-05-18,0.5,0.5,0.0999999999999998
1962-05-25,0.5,0.5,0.0999999999999998
1962-06-01,0.5,0.5,0.0999999999999998
1962-06-08,0.5,0.5,0.0999999999999998
1962-06-15,0.5,0.5,0.0999999999999998
1962-06-22,0.5,0.5,0.0999999999999998
1962-06-29,0.5,0.5,0.0999999999999998
1962-07-06,0.5,0.5,0.0999999999999998
1962-07-13,0.5,0.5,0.0999999999999998
1962-07-20,0.5,0.5,0.0999999999999998
1962-07-27,0.5,0.5,0.0999999999999998
1962-08-03,0.5,0.5,0.0999999999999998
1962-08-10,0.5,0.5,0.0999999999999998
1962-08-17,0.5,0.5,0.0999999999999998
1962-08-24,0.5,0.5,0.0999999999999998
1962-08-31,0.5,0.5,0.0999999999999998
1962-09-07,0.5,0.5,0.0999999999999998
1962-09-14,0.5,0.5,0.0999999999999998
1962-09-21,0.5,0.5,0.0999999999999998
1962-09-28,0.5,0.5,0.0999999999999998
1962-10-05,0.5,0.5,0.0999999999999998
1962-10-12,0.5,0.5,0.0999999999999998
1962-10-19,0.5,0.5,0.0999999999999998
1962-10-26,0.5,0.5,0.0999999999999998
1962-11-02,0.5,0.5,0.0999999999999998
1962-11-09,0.5,0.5,0.0999999999999998
1962-11-16,0.5,0.5,0.0999999999999998
1962-11-23,0.5,0.5,0.0999999999999998
1962-11-30,0.5,0.5,0.0999999999999998
1962-12-07,0.5,0.5,0.0999999999999998
1962-12-14,0.5,0.5,0.0999999999999998
1962-12-21,0.5,0.5,0.0999999999999998
1962-12-28,0.5,0.5,0.0999999999999998
1963-01-04,0.5,0.5,0.0999999999999998
1963-01-11,0.5,0.5,0.0999999999999998
1963-01-18,0.5,0.5,0.0999999999999998
1963-01-25,0.5,0.5,0.0999999999999998
1963-02-01,0.5,0.5,0.0999999999999998
1963-02-08,0.5,0.5,0.0999999999999998
1963-02-15,0.5,0.5,0.0999999999999998
1963-02-22,0.5,0.5,0.0999999999999998
1963-03-01,0.5,0.5,0.0999999999999998
1963-03-08,0.5,0.5,0.0999999999999998
1963-03-15,0.5,0.5,0.0999999999999998
1963-03-22,0.5,0.5,0.0999999999999998
1963-03-29,0.5,0.5,0.0999999999999998
1963-04-05,0.5,0.5,0.0999999999999998
1963-04-12,0.5,0.5,0.0999999999999998
1963-04-19,0.5,0.5,0.0999999999999998
1963-04-26,0.5,0.5,0.0999999999999998
1963-05-03,0.5,0.5,0.0999999999999998
1963-05-10,0.5,0.5,0.0999999999999998
1963-05-17,0.5,0.5,0.0999999999999998
1963-05-24,0.5,0.5,0.0999999999999998
1963-05-31,0.5,0.5,0.0999999999999998
1963-06-07,0.5,0.5,0.0999999999999998
1963-06-14,0.5,0.5,0.0999999999999998
1963-06-21,0.5,0.5,0.0999999999999998
1963-06-28,0.5,0.5,0.0999999999999998
1963-07-05,0.5,0.5,0.0999999999999998
1963-07-12,0.5,0.5,0.0999999999999998
1963-07-19,0.5,0.5,0.0999999999999998
1963-07-26,0.5,0.5,0.0999999999999998
1963-08-02,0.5,0.5,0.0999999999999998
1963-08-09,0.5,0.5,0.0999999999999998
1963-08-16,0.5,0.5,0.0999999999999998
1963-08-23,0.5,0.5,0.0999999999999998
1963-08-30,0.5,0.5,0.0999999999999998
1963-09-06,0.5,0.5,0.0999999999999998
1963-09-13,0.5,0.5,0.0999999999999998
1963-09-20,0.5,0.5,0.0999999999999998
1963-09-27,0.5,0.5,0.0999999999999998
1963-10-04,0.5,0.5,0.0999999999999998
1963-10-11,0.5,0.5,0.0999999999999998
1963-10-18,0.5,0.5,0.0999999999999998
1963-10-25,0.5,0.5,0.0999999999999998
1963-11-01,0.5,0.5,0.0999999999999998
1963-11-08,0.5,0.5,0.0999999999999998
1963-11-15,0.5,0.5,0.0999999999999998
1963-11-22,0.5,0.5,0.0999999999999998
1963-11-29,0.5,0.5,0.0999999999999998
1963-12-06,0.5,0.5,0.0999999999999998
1963-12-13,0.5,0.5,0.0999999999999998
1963-12-20,0.5,0.5,0.0999999999999998
1963-12-27,0.5,0.5,0.0999999999999998
1964-01-03,0.5,0.5,0.0999999999999998
1964-01-10,0.5,0.5,0.0999999999999998
1964-01-17,0.5,0.5,0.0999999999999998
1964-01-24,0.5,0.5,0.0999999999999998
1964-01-31,0.5,0.5,0.0999999999999998
1964-02-07,0.5,0.5,0.0999999999999998
1964-02-14,0.5,0.5,0.0999999999999998
1964-02-21,0.5,0.5,0.0999999999999998
1964-02-28,0.5,0.5,0.0999999999999998
1964-03-06,0.5,0.5,0.0999999999999998
1964-03-13,0.5,0.5,0.0999999999999998
1964-03-20,0.5,0.5,0.0999999999999998
1964-03-27,0.5,0.5,0.0999999999999998
1964-04-03,0.5,0.5,0.0999999999999998
1964-04-10,0.5,0.5,0.0999999999999998
1964-04-17,0.5,0.5,0.0999999999999998
1964-04-24,0.5,0.5,0.0999999999999998
1964-05-01,0.5,0.5,0.0999999999999998
1964-05-08,0.5,0.5,0.0999999999999998
1964-05-15,0.5,0.5,0.0999999999999998
1964-05-22,0.5,0.5,0.0999999999999998
1964-05-29,0.5,0.5,0.0999999999999998
1964-06-05,0.5,0.5,0.0999999999999998
1964-06-12,0.5,0.5,0.0999999999999998
1964-06-19,0.5,0.5,0.0999999999999998
1964-06-26,0.5,0.5,0.0999999999999998
1964-07-03,0.5,0.5,0.0999999999999998
1964-07-10,0.5,0.5,0.0999999999999998
1964-07-17,0.5,0.5,0.0999999999999998
1964-07-24,0.5,0.5,0.0999999999999998
1964-07-31,0.5,0.5,0.0999999999999998
